credit_profile_key,credit_card_ownership,credit_score,credit_card_type
1151,0,700,GOLD
1152,0,826,GOLD
1153,0,652,GOLD
1154,0,755,PLATINUM
1155,1,538,PLATINUM
1156,1,729,PLATINUM
1157,1,615,GOLD
1158,0,700,PLATINUM
1159,1,434,PLATINUM
1160,1,729,SILVER
1161,1,513,GOLD
1162,1,755,GOLD
1163,1,615,SILVER
1164,0,747,PLATINUM
1165,1,850,PLATINUM
1166,0,712,PLATINUM
1167,1,622,GOLD
1168,1,548,SILVER
1169,1,607,DIAMOND
1170,1,653,SILVER
1171,0,699,SILVER
1172,0,693,DIAMOND
1173,1,647,PLATINUM
1174,1,478,DIAMOND
1175,1,705,DIAMOND
1176,1,719,SILVER
1177,0,726,SILVER
1178,1,626,GOLD
1179,1,552,SILVER
1180,0,807,PLATINUM
1181,1,621,DIAMOND
1182,1,651,PLATINUM
1183,1,673,GOLD
1184,1,652,PLATINUM
1185,1,584,GOLD
1186,1,756,GOLD
1187,1,670,SILVER
1188,1,765,PLATINUM
1189,1,528,PLATINUM
1190,1,701,GOLD
1191,1,797,SILVER
1192,0,639,GOLD
1193,1,785,SILVER
1194,1,363,SILVER
1195,1,764,SILVER
1196,1,676,PLATINUM
1197,1,718,GOLD
1198,1,590,PLATINUM
1199,1,584,GOLD
1200,0,645,SILVER
1201,0,772,PLATINUM
1202,1,399,PLATINUM
1203,1,529,PLATINUM
1204,1,463,PLATINUM
1205,1,630,GOLD
1206,0,780,DIAMOND
1207,1,584,PLATINUM
1208,1,752,SILVER
1209,1,697,DIAMOND
1210,0,850,GOLD
1211,1,711,SILVER
1212,0,452,GOLD
1213,1,610,DIAMOND
1214,1,694,GOLD
1215,1,579,PLATINUM
1216,1,745,GOLD
1217,0,572,SILVER
1218,1,505,SILVER
1219,0,706,GOLD
1220,1,693,SILVER
1221,1,725,PLATINUM
1222,1,791,GOLD
1223,1,536,SILVER
1224,0,699,SILVER
1225,1,500,SILVER
1226,1,707,SILVER
1227,1,531,DIAMOND
1228,1,557,GOLD
1229,1,659,SILVER
1230,1,575,SILVER
1231,0,775,GOLD
1232,1,772,DIAMOND
1233,1,587,SILVER
1234,1,667,PLATINUM
1235,1,771,DIAMOND
1236,1,523,DIAMOND
1237,1,662,DIAMOND
1238,1,717,GOLD
1239,0,746,PLATINUM
1240,1,569,GOLD
1241,1,579,GOLD
1242,1,519,PLATINUM
1243,1,696,GOLD
1244,0,693,DIAMOND
1245,0,587,DIAMOND
1246,1,626,SILVER
1247,1,666,GOLD
1248,1,512,DIAMOND
1249,1,689,SILVER
1250,1,803,DIAMOND
1251,1,548,DIAMOND
1252,1,588,SILVER
1253,1,693,GOLD
1254,1,499,PLATINUM
1255,1,628,DIAMOND
1256,1,624,SILVER
1257,1,733,PLATINUM
1258,1,628,GOLD
1259,1,633,PLATINUM
1260,0,559,GOLD
1261,1,704,SILVER
1262,1,744,GOLD
1263,0,665,PLATINUM
1264,0,638,GOLD
1265,0,837,SILVER
1266,1,534,PLATINUM
1267,1,548,SILVER
1268,1,837,DIAMOND
1269,1,658,SILVER
1270,1,554,PLATINUM
1271,1,724,SILVER
1272,1,723,DIAMOND
1273,0,585,GOLD
1274,1,474,DIAMOND
1275,1,562,SILVER
1276,1,719,GOLD
1277,1,635,PLATINUM
1278,1,743,PLATINUM
1279,0,681,SILVER
1280,0,521,GOLD
1281,1,741,SILVER
1282,0,790,GOLD
1283,1,622,SILVER
1284,0,669,SILVER
1285,0,583,GOLD
1286,1,520,SILVER
1287,0,579,SILVER
1288,0,698,DIAMOND
1289,1,548,DIAMOND
1290,1,672,SILVER
1291,1,653,DIAMOND
1292,0,734,DIAMOND
1293,1,794,GOLD
1294,0,641,DIAMOND
1295,1,824,PLATINUM
1296,0,534,PLATINUM
1297,0,653,GOLD
1298,1,498,GOLD
1299,0,683,GOLD
1300,1,618,DIAMOND
1301,1,538,SILVER
1302,1,643,DIAMOND
1303,1,428,PLATINUM
1304,1,593,DIAMOND
1305,1,718,GOLD
1306,0,811,GOLD
1307,1,823,SILVER
1308,0,645,SILVER
1309,1,710,GOLD
1310,0,591,DIAMOND
1311,1,748,GOLD
1312,1,850,GOLD
1313,1,542,PLATINUM
1314,1,809,DIAMOND
1315,1,675,SILVER
1316,0,607,GOLD
1317,1,850,PLATINUM
1318,1,789,SILVER
1319,1,598,SILVER
1320,0,756,PLATINUM
1321,1,687,DIAMOND
1322,0,724,PLATINUM
1323,1,700,PLATINUM
1324,0,635,SILVER
1325,1,687,GOLD
1326,0,613,DIAMOND
1327,1,781,SILVER
1328,1,703,GOLD
1329,0,593,DIAMOND
1330,1,743,PLATINUM
1331,1,640,GOLD
1332,1,849,PLATINUM
1333,1,778,SILVER
1334,1,539,SILVER
1335,1,489,PLATINUM
1336,1,568,PLATINUM
1337,1,618,SILVER
1338,1,710,PLATINUM
1339,1,625,PLATINUM
1340,1,682,GOLD
1341,1,727,GOLD
1342,1,794,GOLD
1343,1,652,DIAMOND
1344,1,670,GOLD
1345,1,460,SILVER
1346,0,568,SILVER
1347,1,643,GOLD
1348,1,521,SILVER
1349,1,615,SILVER
1350,1,575,DIAMOND
1351,1,717,SILVER
1352,0,648,SILVER
1353,1,535,SILVER
1354,1,626,PLATINUM
1355,0,611,PLATINUM
1356,1,734,GOLD
1357,1,709,DIAMOND
1358,0,591,PLATINUM
1359,1,664,GOLD
1360,1,431,SILVER
1361,0,647,DIAMOND
1362,1,578,DIAMOND
1363,1,555,SILVER
1364,0,775,PLATINUM
1365,1,850,DIAMOND
1366,1,625,GOLD
1367,1,645,DIAMOND
1368,1,608,PLATINUM
1369,1,689,PLATINUM
1370,1,652,DIAMOND
1371,1,769,GOLD
1372,1,611,SILVER
1373,0,489,DIAMOND
1374,1,528,PLATINUM
1375,1,632,GOLD
1376,1,429,DIAMOND
1377,1,457,DIAMOND
1378,1,768,DIAMOND
1379,1,715,GOLD
1380,1,668,SILVER
1381,1,625,PLATINUM
1382,1,846,GOLD
1383,1,661,PLATINUM
1384,0,571,GOLD
1385,1,582,SILVER
1386,0,716,SILVER
1387,0,758,SILVER
1388,1,725,DIAMOND
1389,0,630,DIAMOND
1390,1,627,DIAMOND
1391,1,653,GOLD
1392,1,775,GOLD
1393,1,794,DIAMOND
1394,1,831,SILVER
1395,1,561,GOLD
1396,1,705,GOLD
1397,1,636,SILVER
1398,1,487,PLATINUM
1399,0,693,GOLD
1400,1,517,PLATINUM
1401,0,684,GOLD
1402,1,620,GOLD
1403,1,757,GOLD
1404,1,739,SILVER
1405,1,662,PLATINUM
1406,1,359,PLATINUM
1407,0,572,GOLD
1408,1,721,PLATINUM
1409,0,707,DIAMOND
1410,1,444,GOLD
1411,0,523,DIAMOND
1412,0,685,GOLD
1413,1,673,PLATINUM
1414,0,503,PLATINUM
1415,1,485,PLATINUM
1416,1,799,DIAMOND
1417,1,585,PLATINUM
1418,0,607,GOLD
1419,1,521,PLATINUM
1420,1,535,PLATINUM
1421,0,724,SILVER
1422,1,520,DIAMOND
1423,0,696,DIAMOND
1424,1,657,SILVER
1425,0,603,DIAMOND
1426,0,726,GOLD
1427,1,591,DIAMOND
1428,0,792,DIAMOND
1429,1,550,PLATINUM
1430,1,601,SILVER
1431,0,820,GOLD
1432,1,667,SILVER
1433,1,573,PLATINUM
1434,0,755,DIAMOND
1435,1,552,DIAMOND
1436,1,598,SILVER
1437,0,576,GOLD
1438,0,670,DIAMOND
1439,0,504,GOLD
1440,1,778,DIAMOND
1441,1,558,DIAMOND
1442,1,627,SILVER
1443,1,683,SILVER
1444,0,556,GOLD
1445,0,583,SILVER
1446,1,705,SILVER
1447,0,637,SILVER
1448,1,697,DIAMOND
1449,1,555,SILVER
1450,0,594,PLATINUM
1451,1,632,SILVER
1452,1,551,SILVER
1453,1,687,SILVER
1454,1,672,PLATINUM
1455,1,521,GOLD
1456,0,686,PLATINUM
1457,1,639,PLATINUM
1458,0,850,SILVER
1459,1,465,GOLD
1460,1,817,GOLD
1461,1,578,PLATINUM
1462,1,611,DIAMOND
1463,1,616,PLATINUM
1464,0,517,DIAMOND
1465,1,637,PLATINUM
1466,1,806,GOLD
1467,1,633,DIAMOND
1468,1,624,DIAMOND
1469,1,691,SILVER
1470,0,819,PLATINUM
1471,1,568,SILVER
1472,1,806,PLATINUM
1473,1,726,SILVER
1474,0,552,SILVER
1475,0,755,GOLD
1476,1,634,DIAMOND
1477,0,756,GOLD
1478,0,776,SILVER
1479,1,649,GOLD
1480,1,595,GOLD
1481,1,646,PLATINUM
1482,1,592,GOLD
1483,1,574,PLATINUM
1484,0,850,DIAMOND
1485,1,850,DIAMOND
1486,0,475,DIAMOND
1487,1,642,PLATINUM
1488,0,710,DIAMOND
1489,1,596,SILVER
1490,0,609,SILVER
1491,1,797,DIAMOND
1492,1,504,SILVER
1493,0,735,PLATINUM
1494,1,680,GOLD
1495,0,449,PLATINUM
1496,0,685,DIAMOND
1497,0,569,DIAMOND
1498,1,631,DIAMOND
1499,0,595,GOLD
1500,1,461,DIAMOND
1501,0,630,GOLD
1502,1,661,PLATINUM
1503,0,796,GOLD
1504,0,710,PLATINUM
1505,1,741,DIAMOND
1506,0,606,SILVER
1507,0,747,PLATINUM
1508,1,549,PLATINUM
1509,1,576,PLATINUM
1510,1,528,DIAMOND
1511,1,535,DIAMOND
1512,0,575,GOLD
1513,1,656,SILVER
1514,1,440,PLATINUM
1515,1,539,DIAMOND
1516,0,850,PLATINUM
1517,0,646,PLATINUM
1518,0,744,PLATINUM
1519,0,710,SILVER
1520,1,544,DIAMOND
1521,0,723,SILVER
1522,0,507,DIAMOND
1523,1,787,DIAMOND
1524,1,598,PLATINUM
1525,0,796,PLATINUM
1526,1,569,SILVER
1527,0,711,PLATINUM
1528,1,661,SILVER
1529,1,415,PLATINUM
1530,1,578,DIAMOND
1531,1,611,DIAMOND
1532,0,600,GOLD
1533,0,661,DIAMOND
1534,0,850,SILVER
1535,0,573,GOLD
1536,0,764,GOLD
1537,1,838,DIAMOND
1538,1,821,GOLD
1539,1,607,PLATINUM
1540,1,558,GOLD
1541,1,530,GOLD
1542,1,654,GOLD
1543,1,530,PLATINUM
1544,1,656,SILVER
1545,1,520,PLATINUM
1546,1,602,GOLD
1547,1,701,SILVER
1548,1,653,PLATINUM
1549,1,668,SILVER
1550,1,652,SILVER
1551,1,639,DIAMOND
1552,0,730,SILVER
1553,1,780,PLATINUM
1554,0,592,GOLD
1555,1,628,PLATINUM
1556,0,658,DIAMOND
1557,1,850,GOLD
1558,1,515,SILVER
1559,0,571,GOLD
1560,1,760,GOLD
1561,0,720,SILVER
1562,1,632,PLATINUM
1563,1,694,DIAMOND
1564,0,559,DIAMOND
1565,1,773,GOLD
1566,1,581,PLATINUM
1567,1,524,SILVER
1568,0,713,PLATINUM
1569,1,676,PLATINUM
1570,1,651,DIAMOND
1571,1,717,PLATINUM
1572,1,594,GOLD
1573,1,716,DIAMOND
1574,1,668,SILVER
1575,1,678,DIAMOND
1576,1,545,SILVER
1577,1,613,SILVER
1578,1,687,PLATINUM
1579,0,715,DIAMOND
1580,1,618,GOLD
1581,0,721,GOLD
1582,1,445,PLATINUM
1583,0,690,GOLD
1584,0,709,GOLD
1585,1,671,DIAMOND
1586,1,538,PLATINUM
1587,1,735,DIAMOND
1588,1,592,SILVER
1589,0,747,GOLD
1590,1,675,GOLD
1591,1,632,DIAMOND
1592,1,621,SILVER
1593,1,521,DIAMOND
1594,1,591,GOLD
1595,1,706,DIAMOND
1596,1,677,GOLD
1597,1,769,GOLD
1598,1,771,DIAMOND
1599,1,601,DIAMOND
1600,0,670,DIAMOND
1601,1,517,GOLD
1602,1,834,GOLD
1603,1,571,DIAMOND
1604,1,576,PLATINUM
1605,0,718,GOLD
1606,1,636,SILVER
1607,1,566,DIAMOND
1608,1,711,GOLD
1609,1,574,SILVER
1610,1,619,DIAMOND
1611,1,588,PLATINUM
1612,1,760,PLATINUM
1613,1,665,GOLD
1614,1,739,PLATINUM
1615,1,641,PLATINUM
1616,1,685,SILVER
1617,1,594,PLATINUM
1618,0,557,SILVER
1619,1,697,PLATINUM
1620,0,656,GOLD
1621,0,712,PLATINUM
1622,1,689,GOLD
1623,1,697,DIAMOND
1624,1,589,SILVER
1625,1,525,GOLD
1626,1,680,SILVER
1627,1,617,SILVER
1628,1,680,GOLD
1629,0,662,SILVER
1630,1,736,SILVER
1631,1,657,SILVER
1632,1,350,SILVER
1633,1,617,GOLD
1634,0,562,GOLD
1635,1,705,SILVER
1636,1,516,GOLD
1637,1,573,PLATINUM
1638,0,538,SILVER
1639,1,699,DIAMOND
1640,0,504,GOLD
1641,1,583,SILVER
1642,0,712,GOLD
1643,1,626,PLATINUM
1644,1,631,SILVER
1645,1,663,PLATINUM
1646,1,506,SILVER
1647,1,570,DIAMOND
1648,1,703,PLATINUM
1649,1,698,GOLD
1650,1,731,GOLD
1651,0,625,PLATINUM
1652,1,634,DIAMOND
1653,1,616,SILVER
1654,1,500,DIAMOND
1655,0,446,SILVER
1656,1,669,SILVER
1657,1,581,SILVER
1658,1,704,PLATINUM
1659,0,748,PLATINUM
1660,1,680,DIAMOND
1661,1,655,SILVER
1662,1,690,PLATINUM
1663,0,695,DIAMOND
1664,1,700,SILVER
1665,0,773,SILVER
1666,0,749,DIAMOND
1667,1,611,PLATINUM
1668,1,606,DIAMOND
1669,0,554,SILVER
1670,1,567,PLATINUM
1671,1,559,SILVER
1672,1,594,DIAMOND
1673,1,513,SILVER
1674,1,652,PLATINUM
1675,1,680,DIAMOND
1676,1,784,PLATINUM
1677,1,812,PLATINUM
1678,1,784,PLATINUM
1679,1,570,SILVER
1680,0,712,PLATINUM
1681,1,705,GOLD
1682,1,681,SILVER
1683,1,620,GOLD
1684,1,711,SILVER
1685,1,613,DIAMOND
1686,0,613,DIAMOND
1687,1,682,GOLD
1688,1,850,DIAMOND
1689,0,601,SILVER
1690,1,595,SILVER
1691,0,675,PLATINUM
1692,1,591,GOLD
1693,0,602,DIAMOND
1694,0,554,DIAMOND
1695,1,541,GOLD
1696,0,506,DIAMOND
1697,0,814,DIAMOND
1698,0,683,PLATINUM
1699,1,485,PLATINUM
1700,1,696,SILVER
1701,1,608,GOLD
1702,1,792,DIAMOND
1703,1,686,SILVER
1704,1,790,GOLD
1705,0,654,DIAMOND
1706,1,452,GOLD
1707,1,719,SILVER
1708,1,707,DIAMOND
1709,0,699,PLATINUM
1710,0,850,PLATINUM
1711,1,828,GOLD
1712,1,850,DIAMOND
1713,1,712,GOLD
1714,1,634,GOLD
1715,0,730,PLATINUM
1716,0,685,GOLD
1717,1,809,GOLD
1718,1,707,DIAMOND
1719,1,648,SILVER
1720,1,760,PLATINUM
1721,0,805,SILVER
1722,1,585,PLATINUM
1723,1,595,SILVER
1724,1,630,GOLD
1725,1,627,DIAMOND
1726,0,631,GOLD
1727,0,776,DIAMOND
1728,1,676,PLATINUM
1729,0,758,DIAMOND
1730,0,637,GOLD
1731,1,850,DIAMOND
1732,1,601,GOLD
1733,1,735,DIAMOND
1734,1,614,PLATINUM
1735,1,672,DIAMOND
1736,0,642,DIAMOND
1737,1,633,DIAMOND
1738,1,769,PLATINUM
1739,1,796,SILVER
1740,1,715,DIAMOND
1741,0,695,GOLD
1742,0,747,GOLD
1743,0,584,SILVER
1744,1,476,PLATINUM
1745,0,850,DIAMOND
1746,1,529,PLATINUM
1747,0,584,PLATINUM
1748,1,586,GOLD
1749,1,674,GOLD
1750,1,552,SILVER
1751,1,601,SILVER
1752,0,541,DIAMOND
1753,1,744,SILVER
1754,0,595,SILVER
1755,1,724,GOLD
1756,0,533,DIAMOND
1757,0,618,SILVER
1758,1,523,SILVER
1759,1,642,SILVER
1760,1,584,GOLD
1761,0,521,SILVER
1762,1,662,GOLD
1763,1,758,PLATINUM
1764,0,717,PLATINUM
1765,1,611,SILVER
1766,1,766,DIAMOND
1767,1,636,SILVER
1768,1,814,GOLD
1769,0,760,DIAMOND
1770,1,607,SILVER
1771,0,725,PLATINUM
1772,0,600,SILVER
1773,1,656,SILVER
1774,0,640,GOLD
1775,1,439,PLATINUM
1776,0,549,SILVER
1777,0,622,SILVER
1778,0,715,SILVER
1779,1,657,DIAMOND
1780,1,703,SILVER
1781,1,802,SILVER
1782,0,793,SILVER
1783,0,554,DIAMOND
1784,0,533,GOLD
1785,1,658,GOLD
1786,1,713,DIAMOND
1787,1,711,GOLD
1788,0,669,GOLD
1789,0,439,GOLD
1790,1,763,SILVER
1791,1,697,DIAMOND
1792,1,702,SILVER
1793,0,686,DIAMOND
1794,1,629,DIAMOND
1795,1,823,SILVER
1796,0,683,PLATINUM
1797,1,555,GOLD
1798,1,647,SILVER
1799,0,714,GOLD
1800,1,850,DIAMOND
1801,1,713,SILVER
1802,1,452,DIAMOND
1803,1,683,SILVER
1804,0,577,DIAMOND
1805,0,552,PLATINUM
1806,1,769,SILVER
1807,0,691,GOLD
1808,0,818,GOLD
1809,0,739,PLATINUM
1810,1,639,DIAMOND
1811,1,651,PLATINUM
1812,0,779,DIAMOND
1813,1,850,GOLD
1814,1,829,SILVER
1815,1,579,GOLD
1816,1,510,GOLD
1817,0,531,DIAMOND
1818,1,628,SILVER
1819,1,633,PLATINUM
1820,0,714,DIAMOND
1821,1,604,DIAMOND
1822,0,630,PLATINUM
1823,1,850,GOLD
1824,1,788,GOLD
1825,1,798,SILVER
1826,1,770,GOLD
1827,1,569,GOLD
1828,0,425,GOLD
1829,0,547,GOLD
1830,0,725,GOLD
1831,1,506,SILVER
1832,1,632,DIAMOND
1833,1,620,GOLD
1834,1,663,SILVER
1835,0,700,SILVER
1836,1,696,GOLD
1837,1,767,PLATINUM
1838,1,561,GOLD
1839,0,350,GOLD
1840,1,706,PLATINUM
1841,1,464,DIAMOND
1842,1,501,GOLD
1843,1,745,PLATINUM
1844,1,587,PLATINUM
1845,1,667,SILVER
1846,0,737,SILVER
1847,1,485,DIAMOND
1848,0,590,GOLD
1849,0,518,GOLD
1850,1,581,PLATINUM
1851,1,785,PLATINUM
1852,1,799,SILVER
1853,1,698,SILVER
1854,1,730,DIAMOND
1855,0,740,DIAMOND
1856,1,785,GOLD
1857,1,527,PLATINUM
1858,1,544,GOLD
1859,1,705,DIAMOND
1860,1,684,SILVER
1861,1,639,DIAMOND
1862,1,565,PLATINUM
1863,1,481,PLATINUM
1864,1,731,PLATINUM
1865,0,607,DIAMOND
1866,1,760,SILVER
1867,1,559,DIAMOND
1868,1,715,GOLD
1869,0,656,PLATINUM
1870,1,652,DIAMOND
1871,0,624,GOLD
1872,1,634,SILVER
1873,1,850,PLATINUM
1874,1,659,DIAMOND
1875,1,529,DIAMOND
1876,0,572,GOLD
1877,0,640,GOLD
1878,1,770,SILVER
1879,1,648,SILVER
1880,0,579,SILVER
1881,1,589,PLATINUM
1882,1,530,GOLD
1883,0,831,DIAMOND
1884,0,790,PLATINUM
1885,1,656,SILVER
1886,1,563,SILVER
1887,1,667,DIAMOND
1888,1,613,SILVER
1889,1,429,DIAMOND
1890,1,665,SILVER
1891,1,731,GOLD
1892,1,584,SILVER
1893,0,634,DIAMOND
1894,1,488,GOLD
1895,1,535,GOLD
1896,1,776,DIAMOND
1897,0,850,DIAMOND
1898,0,673,PLATINUM
1899,1,850,SILVER
1900,1,627,DIAMOND
1901,1,570,PLATINUM
1902,0,796,GOLD
1903,1,773,SILVER
1904,1,752,SILVER
1905,1,625,PLATINUM
1906,1,535,GOLD
1907,1,786,SILVER
1908,1,620,GOLD
1909,1,605,DIAMOND
1910,1,670,SILVER
1911,1,617,SILVER
1912,1,595,GOLD
1913,1,687,SILVER
1914,1,757,DIAMOND
1915,1,746,SILVER
1916,0,503,SILVER
1917,0,543,DIAMOND
1918,1,428,SILVER
1919,0,768,SILVER
1920,1,618,DIAMOND
1921,0,591,PLATINUM
1922,0,658,GOLD
1923,1,625,GOLD
1924,1,717,PLATINUM
1925,1,667,PLATINUM
1926,1,804,SILVER
1927,0,693,SILVER
1928,1,729,SILVER
1929,0,484,GOLD
1930,1,632,PLATINUM
1931,1,536,DIAMOND
1932,0,573,PLATINUM
1933,1,655,PLATINUM
1934,1,666,DIAMOND
1935,1,726,PLATINUM
1936,1,523,PLATINUM
1937,1,728,DIAMOND
1938,1,701,GOLD
1939,0,518,PLATINUM
1940,0,739,SILVER
1941,1,531,SILVER
1942,1,452,GOLD
1943,1,684,DIAMOND
1944,0,728,DIAMOND
1945,1,783,DIAMOND
1946,0,734,SILVER
1947,1,648,DIAMOND
1948,1,688,DIAMOND
1949,0,680,PLATINUM
1950,1,516,SILVER
1951,1,680,GOLD
1952,1,604,DIAMOND
1953,0,624,PLATINUM
1954,0,623,PLATINUM
1955,1,624,PLATINUM
1956,0,565,PLATINUM
1957,1,565,GOLD
1958,1,710,GOLD
1959,0,645,GOLD
1960,1,707,SILVER
1961,1,655,DIAMOND
1962,0,705,GOLD
1963,1,358,SILVER
1964,1,578,SILVER
1965,1,800,PLATINUM
1966,0,612,SILVER
1967,1,681,GOLD
1968,1,559,SILVER
1969,0,488,PLATINUM
1970,1,717,SILVER
1971,1,666,SILVER
1972,1,582,SILVER
1973,0,733,PLATINUM
1974,0,693,PLATINUM
1975,1,694,DIAMOND
1976,1,622,GOLD
1977,0,598,PLATINUM
1978,0,717,GOLD
1979,1,494,PLATINUM
1980,1,644,SILVER
1981,1,554,PLATINUM
1982,0,476,DIAMOND
1983,1,667,DIAMOND
1984,1,748,DIAMOND
1985,1,531,GOLD
1986,1,719,DIAMOND
1987,0,845,DIAMOND
1988,0,738,PLATINUM
1989,1,563,GOLD
1990,1,695,SILVER
1991,0,841,SILVER
1992,1,626,DIAMOND
1993,1,613,SILVER
1994,0,824,GOLD
1995,1,705,GOLD
1996,1,584,SILVER
1997,0,534,SILVER
1998,1,672,DIAMOND
1999,1,603,SILVER
2000,1,633,SILVER
2001,1,842,DIAMOND
2002,1,661,SILVER
2003,0,601,DIAMOND
2004,0,632,GOLD
2005,0,684,PLATINUM
2006,0,785,DIAMOND
2007,1,687,PLATINUM
2008,0,705,GOLD
2009,1,639,DIAMOND
2010,1,729,GOLD
2011,1,556,SILVER
2012,0,570,DIAMOND
2013,0,841,SILVER
2014,1,705,DIAMOND
2015,1,553,GOLD
2016,1,779,PLATINUM
2017,1,696,DIAMOND
2018,0,728,DIAMOND
2019,1,691,GOLD
2020,1,706,PLATINUM
2021,1,627,DIAMOND
2022,0,716,GOLD
2023,1,501,GOLD
2024,0,601,GOLD
2025,0,545,SILVER
2026,0,634,GOLD
2027,0,451,DIAMOND
2028,1,655,DIAMOND
2029,1,458,PLATINUM
2030,1,520,DIAMOND
2031,0,624,GOLD
2032,1,765,SILVER
2033,1,667,DIAMOND
2034,1,665,GOLD
2035,1,709,GOLD
2036,1,583,DIAMOND
2037,0,782,GOLD
2038,0,668,SILVER
2039,1,621,DIAMOND
2040,1,579,SILVER
2041,0,547,PLATINUM
2042,1,840,SILVER
2043,1,667,DIAMOND
2044,0,723,DIAMOND
2045,1,487,SILVER
2046,0,668,SILVER
2047,1,520,SILVER
2048,0,549,SILVER
2049,1,567,GOLD
2050,1,720,DIAMOND
2051,1,492,PLATINUM
2052,0,712,PLATINUM
2053,0,689,PLATINUM
2054,0,850,SILVER
2055,1,747,DIAMOND
2056,0,469,DIAMOND
2057,1,539,SILVER
2058,1,743,DIAMOND
2059,1,707,GOLD
2060,1,581,GOLD
2061,1,737,PLATINUM
2062,1,445,GOLD
2063,0,703,PLATINUM
2064,1,588,DIAMOND
2065,1,765,SILVER
2066,1,626,PLATINUM
2067,1,545,DIAMOND
2068,1,744,GOLD
2069,1,658,PLATINUM
2070,1,629,GOLD
2071,1,719,PLATINUM
2072,1,686,GOLD
2073,1,743,GOLD
2074,1,626,DIAMOND
2075,1,661,DIAMOND
2076,1,710,GOLD
2077,0,654,DIAMOND
2078,0,569,GOLD
2079,1,640,SILVER
2080,1,562,SILVER
2081,1,721,GOLD
2082,1,456,DIAMOND
2083,1,811,GOLD
2084,1,534,GOLD
2085,1,423,SILVER
2086,1,594,GOLD
2087,1,725,PLATINUM
2088,1,716,PLATINUM
2089,0,595,PLATINUM
2090,0,679,DIAMOND
2091,1,667,PLATINUM
2092,1,661,PLATINUM
2093,0,655,SILVER
2094,1,555,DIAMOND
2095,0,531,PLATINUM
2096,1,611,DIAMOND
2097,1,600,PLATINUM
2098,0,531,SILVER
2099,1,601,PLATINUM
2100,1,548,PLATINUM
2101,1,759,SILVER
2102,0,678,DIAMOND
2103,1,755,DIAMOND
2104,1,594,SILVER
2105,0,768,DIAMOND
2106,1,492,SILVER
2107,1,637,DIAMOND
2108,0,646,GOLD
2109,1,593,PLATINUM
2110,0,596,SILVER
2111,1,722,DIAMOND
2112,1,642,SILVER
2113,1,472,DIAMOND
2114,0,738,PLATINUM
2115,1,732,DIAMOND
2116,1,404,PLATINUM
2117,1,701,SILVER
2118,0,683,DIAMOND
2119,1,460,PLATINUM
2120,1,690,PLATINUM
2121,1,618,SILVER
2122,0,671,PLATINUM
2123,0,765,GOLD
2124,1,651,SILVER
2125,0,704,PLATINUM
2126,0,544,DIAMOND
2127,1,790,SILVER
2128,1,710,GOLD
2129,0,743,PLATINUM
2130,1,702,PLATINUM
2131,1,704,GOLD
2132,1,614,DIAMOND
2133,1,609,PLATINUM
2134,1,688,GOLD
2135,1,713,GOLD
2136,1,736,SILVER
2137,1,727,PLATINUM
2138,1,850,SILVER
2139,1,718,SILVER
2140,1,643,SILVER
2141,1,653,DIAMOND
2142,1,674,DIAMOND
2143,1,690,SILVER
2144,1,819,SILVER
2145,1,634,SILVER
2146,1,633,DIAMOND
2147,0,850,DIAMOND
2148,1,665,PLATINUM
2149,1,630,DIAMOND
2150,1,836,GOLD
2151,0,668,DIAMOND
2152,1,753,DIAMOND
2153,0,745,GOLD
2154,0,693,SILVER
2155,0,606,DIAMOND
2156,1,660,DIAMOND
2157,1,608,DIAMOND
2158,1,744,PLATINUM
2159,1,731,PLATINUM
2160,0,683,SILVER
2161,0,727,GOLD
2162,1,561,GOLD
2163,1,700,DIAMOND
2164,1,605,SILVER
2165,1,767,GOLD
2166,0,511,PLATINUM
2167,1,667,GOLD
2168,0,787,GOLD
2169,1,705,PLATINUM
2170,1,773,PLATINUM
2171,0,554,SILVER
2172,1,526,DIAMOND
2173,1,661,DIAMOND
2174,1,698,DIAMOND
2175,1,646,DIAMOND
2176,0,757,PLATINUM
2177,1,699,GOLD
2178,0,667,DIAMOND
2179,1,774,SILVER
2180,0,745,SILVER
2181,0,649,GOLD
2182,1,634,PLATINUM
2183,0,665,GOLD
2184,1,713,SILVER
2185,1,652,PLATINUM
2186,1,739,PLATINUM
2187,1,556,SILVER
2188,1,699,PLATINUM
2189,1,708,GOLD
2190,1,480,GOLD
2191,1,700,PLATINUM
2192,1,525,PLATINUM
2193,1,845,GOLD
2194,1,613,GOLD
2195,1,850,SILVER
2196,0,798,DIAMOND
2197,1,773,PLATINUM
2198,1,614,SILVER
2199,1,473,SILVER
2200,1,762,DIAMOND
2201,1,701,PLATINUM
2202,1,600,GOLD
2203,1,850,GOLD
2204,1,613,SILVER
2205,1,509,PLATINUM
2206,0,509,GOLD
2207,1,609,PLATINUM
2208,0,456,PLATINUM
2209,1,728,PLATINUM
2210,0,663,PLATINUM
2211,0,673,DIAMOND
2212,1,717,GOLD
2213,0,741,SILVER
2214,1,498,GOLD
2215,0,850,DIAMOND
2216,1,493,SILVER
2217,1,686,PLATINUM
2218,1,666,DIAMOND
2219,1,733,PLATINUM
2220,0,631,PLATINUM
2221,1,714,DIAMOND
2222,1,767,SILVER
2223,1,711,DIAMOND
2224,1,722,DIAMOND
2225,1,631,DIAMOND
2226,0,701,DIAMOND
2227,1,790,GOLD
